4.002996819647805751e+02,4.421070411051265978e+02,5.206245223793683863e+02,5.848042791673550482e+02,7.245337620430975676e+02,3.852218911337710665e+02,3.994873298565450455e+02,4.138701363170824834e+02,4.286266907095555894e+02,4.434428821492429620e+02,4.583848787757531795e+02,4.734932395584136202e+02,4.887860362938106391e+02,3.837032479506746654e+02,4.094375840513495177e+02,4.280909862913176198e+02,4.452660999999995965e+02,4.611585895696535431e+02,4.829419999999996094e+02,5.057788857685762309e+02,5.236176132551094042e+02,5.480434660395545734e+02,5.772648042067643246e+02,6.035891775386828613e+02,6.276814414884350981e+02,6.499918403270489762e+02,7.441694225868411650e+02,7.743667703219546183e+02,8.058656499312990036e+02,8.392743708739723161e+02,8.742026360425775238e+02,9.114960846446815594e+02,9.506917726842656293e+02,9.920928881837231756e+02,1.035911507231291580e+03,1.082290220041217253e+03,8.217131827268808593e+02,8.559076624795573025e+02,8.919802689242700353e+02,9.300677329372840632e+02,9.703171296692331680e+02,1.012888478036265042e+03,1.057955333019172485e+03,1.105706374297770481e+03,1.156347000960572359e+03
1.058380708048408225e+00,1.883253274508492892e+00,4.782613373242865507e+00,9.124528031688400986e+00,2.832990103368703672e+01,8.452112219391828551e-01,1.045895313085470013e+00,1.285309993705149756e+00,1.574888936740105772e+00,1.916278095992464348e+00,2.318459168767216916e+00,2.791426765921685593e+00,3.346040223704901617e+00,8.258135501695653691e-01,1.207264981109711144e+00,1.563532898672570282e+00,1.962101999999999791e+00,2.400071133437096105e+00,3.124553999999999832e+00,4.062094154176262961e+00,4.939376903813240460e+00,6.375005307907716912e+00,8.497591653731241479e+00,1.084070595427292716e+01,1.338817767542261095e+01,1.612628528610489909e+01,3.242703045615218826e+01,3.952993183990403026e+01,4.804180076913521447e+01,5.838342742512003980e+01,7.073083095183315550e+01,8.574461929259661019e+01,1.036643197109521282e+02,1.250799731425837251e+02,1.506356260402613998e+02,1.810224008099989419e+02,5.277369023080930077e+01,6.406223863981875866e+01,7.764618056525401357e+01,9.395580042132510812e+01,1.134912344934354138e+02,1.368317994804050954e+02,1.646448861920027298e+02,1.976954525263816436e+02,2.368554816581669797e+02
4.292910513340145728e-01,5.732035899688013858e-01,9.253743066965899322e-01,1.302630835596784165e+00,2.425941425335399249e+00,3.839387316399281991e-01,4.267628141123290253e-01,4.729955615376771338e-01,5.237595714765355126e-01,5.782673887000677748e-01,6.369816570663410227e-01,7.003337097048342175e-01,7.687115234469301672e-01,3.795521569464738176e-01,4.584121736073603626e-01,5.218560594568457667e-01,5.852271999999999474e-01,6.483071995730355086e-01,7.420653000000000388e-01,8.498842646365073472e-01,9.411184455871317578e-01,1.076284499438596276e+00,1.253927172194883477e+00,1.429170375000055726e+00,1.602426564816602950e+00,1.773988621608034499e+00,2.618029416312769975e+00,2.930068554478721943e+00,3.277020648817106085e+00,3.668883865511155751e+00,4.104694840736511807e+00,4.599237353817088980e+00,5.151149000308513415e+00,5.769360587138142371e+00,6.462405083377230852e+00,7.238409717168549307e+00,3.459845296280086302e+00,3.873104437043720871e+00,4.336696544406662746e+00,4.856663996529738014e+00,5.439722335603144998e+00,6.093350059287466536e+00,6.825856484982414152e+00,7.646467637984900811e+00,8.565417117344686915e+00
2.019075434169998514e-03,2.394987416112381862e-03,3.212132338292027559e-03,4.036278924184042577e-03,6.344400265404551674e-03,1.886239735582963088e-03,2.011923723100164912e-03,2.138988754836384024e-03,2.271290518394630635e-03,2.407429358703140967e-03,2.549287570309672658e-03,2.698564010095955406e-03,2.856847093336096696e-03,1.872805146085019037e-03,2.099695236823981379e-03,2.266437677830679225e-03,2.424470000000000618e-03,2.576218208249418488e-03,2.795433000000000379e-03,3.042102138785698733e-03,3.247342284587618512e-03,3.546414148122059660e-03,3.931886966528188102e-03,4.305241660552896685e-03,4.668822496476971937e-03,5.024305966618502865e-03,6.726296937064664243e-03,7.341563667162628697e-03,8.019528429199056230e-03,8.779026035071484449e-03,9.617574644723405133e-03,1.056307262650569775e-02,1.161250246161595924e-02,1.278273915782601050e-02,1.409005176749156783e-02,1.555021940130831178e-02,8.374608561931775816e-03,9.172681193643951805e-03,1.006183345553548179e-02,1.105320680874098162e-02,1.215933798782049130e-02,1.339438115807906754e-02,1.477430108010251153e-02,1.631711632768750864e-02,1.804317076087802105e-02
1.131447499480346508e+01,2.874788799234133307e+01,1.164638666565499676e+02,2.908458083195221775e+02,1.273058733516778602e+03,7.671882491445019880e+00,1.108957761967009148e+01,1.562771574760294868e+01,2.169114380906499662e+01,2.953712213183310809e+01,3.962370759752142391e+01,5.251139474346287983e+01,6.887563115615500919e+01,7.362478528034197112e+00,1.409773101381529870e+01,2.144257921190390803e+01,3.064243999999998991e+01,4.177195876802738894e+01,6.218802999999999059e+01,9.174853179896064148e+01,1.220423736381734159e+02,1.760150606247399594e+02,2.635655552567798168e+02,3.682140765068743349e+02,4.889974687948679275e+02,6.248519236791576077e+02,1.498735646541808819e+03,1.893316519287960773e+03,2.366973085639703186e+03,2.937866907192442795e+03,3.607193467452148070e+03,4.397681641588021193e+03,5.303389393886687685e+03,6.329729552724849782e+03,7.475661160322734759e+03,8.732261833194039355e+03,2.629102711626324435e+03,3.247638596205617432e+03,3.974716756295912091e+03,4.817951673853145621e+03,5.781936099945256501e+03,6.867152342153832251e+03,8.068825511937552619e+03,9.375882294311846636e+03,1.077011509217537423e+04
4.650770517654676645e-04,5.131705624501150956e-04,6.028091026821305338e-04,6.795865787947610696e-04,8.533914205247656194e-04,4.466832421129532404e-04,4.641070991723582123e-04,4.810155781102037529e-04,4.979325446961274789e-04,5.146742774225290806e-04,5.314685916044598665e-04,5.484928778518310824e-04,5.658891601520180331e-04,4.447769931917214909e-04,4.758588985990400773e-04,4.973236847777180725e-04,5.167255000000000589e-04,5.345871300225921901e-04,5.592151000000004186e-04,5.854816742671565405e-04,6.063247453679203704e-04,6.352705764130961354e-04,6.704319411034286719e-04,7.025258985001403512e-04,7.321886753906021051e-04,7.598651158879002722e-04,8.782157513334068466e-04,9.164845881419268325e-04,9.564783038623300183e-04,9.989313142100182414e-04,1.043303139826487610e-03,1.090614593718004831e-03,1.140215353641331692e-03,1.192417698225668125e-03,1.247405594145166267e-03,1.305262101819669408e-03,9.766145300789971870e-04,1.020066210142727683e-03,1.065867693368613900e-03,1.114135176344842847e-03,1.164988007377343576e-03,1.218550622001778310e-03,1.274951765000817980e-03,1.334324786385988892e-03,1.396807729197664617e-03
1.255742455023742155e+00,1.520538172333749660e+00,2.097412060348587737e+00,2.638811326522931378e+00,4.051061632717344096e+00,1.169087181303602341e+00,1.250943656037743379e+00,1.337959632512379260e+00,1.431525795504863696e+00,1.529534875866643828e+00,1.632240647302584335e+00,1.739794953076776673e+00,1.852220097177354585e+00,1.160654107028014526e+00,1.310687348436498700e+00,1.428056746384674058e+00,1.541863999999999901e+00,1.651714035017172177e+00,1.808848999999999929e+00,1.981199092830999264e+00,2.121245313135204480e+00,2.320862236378232080e+00,2.571857339373638585e+00,2.809608593658480924e+00,3.037095436366736845e+00,3.256367395970760192e+00,4.276796877090522919e+00,4.637723662404667380e+00,5.032349555545547304e+00,5.471608326958491197e+00,5.954165291783627190e+00,6.496336153110906508e+00,7.096870824031806357e+00,7.766220188734896723e+00,8.514839089874197242e+00,9.353373936565521518e+00,5.238026664273135680e+00,5.698401707420297058e+00,6.209106176768625751e+00,6.776911207342379839e+00,7.409622864217918270e+00,8.116287029350459648e+00,8.907399392837087149e+00,9.795171711817976856e+00,1.079384923812958164e+01
1.627156079398148800e-04,2.282958987520453836e-04,3.896103480291219926e-04,5.693247098823264914e-04,1.135847847770768242e-03,1.415253097275100624e-04,1.615449266162441401e-04,1.828099773911648872e-04,2.059149022117606710e-04,2.305849491209058786e-04,2.571276353746551851e-04,2.858511262401824764e-04,3.170672608207250761e-04,1.394503134738376822e-04,1.761314350488279339e-04,2.050515166517427493e-04,2.337306999999998051e-04,2.622530164752373506e-04,3.048699000000000200e-04,3.544831625020401994e-04,3.969746523756095043e-04,4.607100617406226770e-04,5.457672194440175983e-04,6.309784506033597759e-04,7.163845920696480058e-04,8.020078242187732905e-04,1.236511177175838271e-03,1.402054855379497719e-03,1.588881478153201382e-03,1.803159639750391693e-03,2.045279953113386933e-03,2.324582593706207411e-03,2.641645732877979415e-03,3.003099378560368776e-03,3.415747785648919413e-03,3.886576427398623097e-03,1.688435532791204233e-03,1.916132724864677258e-03,2.175722970957425298e-03,2.471786963655914302e-03,2.809563221852512220e-03,3.195056265464794182e-03,3.635143409362623628e-03,4.137704727477178185e-03,4.711771155049414295e-03
3.586873509766090251e+01,4.664345772021000158e+01,7.107370372479593357e+01,9.578115749971242110e+01,1.643916306923057391e+02,3.227031975280074505e+01,3.567146395260049019e+01,3.922739125855880360e+01,4.302622862969718653e+01,4.701001383057845118e+01,5.121535062052048204e+01,5.567512963987076802e+01,6.041886376527856584e+01,3.191478652233537971e+01,3.811683446708894962e+01,4.288546556049927005e+01,4.751273999999997244e+01,5.201798641823686609e+01,5.857775999999998362e+01,6.597394387298112406e+01,7.212982936164246439e+01,8.109991057956322891e+01,9.265442425927301429e+01,1.038306512647624373e+02,1.146939309681434480e+02,1.252913959582898968e+02,1.756198544388346932e+02,1.936256493791428852e+02,2.133442687665340998e+02,2.352811288331069761e+02,2.593141432290420880e+02,2.861804389128521962e+02,3.157192226408957367e+02,3.483215843384189725e+02,3.843397569528794975e+02,4.240899919437702579e+02,2.236203267597278739e+02,2.465877059756134884e+02,2.719680491911764193e+02,3.000127027988173154e+02,3.309972656997596800e+02,3.652249400139763225e+02,4.030285486549672669e+02,4.447733847552139537e+02,4.908601800069722003e+02
4.900260875957660606e-02,5.697654482991023478e-02,7.432400360905111469e-02,9.211229691876768322e-02,1.418254457020012294e-01,4.611423729934029103e-02,4.884852284450918319e-02,5.156809807330110101e-02,5.437037787225781904e-02,5.723834592978267743e-02,6.022323830426176000e-02,6.337143237011708119e-02,6.672686903032616634e-02,4.581853705552551420e-02,5.073079692831812537e-02,5.426793646406772448e-02,5.759687000000000140e-02,6.079037264947990266e-02,6.542241000000004192e-02,7.067895814878322192e-02,7.508048649927495655e-02,8.152283850975979018e-02,8.985365800679408210e-02,9.793281652210501786e-02,1.057975811167670421e-01,1.134765433511372018e-01,1.499641163914422204e-01,1.630088221076087529e-01,1.772819379351001368e-01,1.931416708344824429e-01,2.104899372158823556e-01,2.298457146115630290e-01,2.510761081434377262e-01,2.744412397627578049e-01,3.001664253439107477e-01,3.284432590689014275e-01,1.847139458109999244e-01,2.013070739428277356e-01,2.196116369774921140e-01,2.397942757702591909e-01,2.620345121187093174e-01,2.865259422469439432e-01,3.134762125427792978e-01,3.431072944395983093e-01,3.756554969366255881e-01
